Name,IGDB_Name,Aggregated_Rating,Age_Ratings_IDs
Super Puyo Puyo,Super Puyo Puyo,,[]
Ben 10: Protector of Earth,Ben 10: Protector of Earth,70.0,"[753, 29031]"
NCAA Football 07,NCAA Football 07,85.25,[3323]
SOCOM 3: U.S. Navy SEALs,SOCOM 3: U.S. Navy SEALs,71.66666666666667,"[76984, 5396, 168207]"
Saints Row IV,Saints Row IV,84.14285714285714,"[191219, 80503, 80504, 47961, 47962, 47963, 47964]"
Jampack Winter '99,,,
WCW vs. nWo: World Tour,WCW vs. nWo: World Tour,83.78912603676164,[70408]
WCW/NWO Thunder,WCW/nWo Thunder,49.55735372665195,[68427]
Dragon Ball Z: The Legacy of Goku,Dragon Ball Z: The Legacy of Goku,65.63288751551676,[56770]
Sid Meier's Civilization V,Sid Meier's Civilization V,86.6,"[78576, 56722, 188357]"
Call of Duty Black Ops: Declassified,Call of Duty: Black Ops - Declassified,42.75,"[112896, 112897, 112898, 189087, 112894, 112895]"
Star Wars Battlefront: Renegade Squadron,Star Wars: Battlefront - Renegade Squadron,60.0,"[15730, 45606]"
World Championship Poker: Featuring Howard Lederer - All In,World Championship Poker: Featuring Howard Lederer - All In,30.0,[70381]
NFL GameDay 98,NFL GameDay 98,,[70869]
LEGO Batman 2: DC Super Heroes,LEGO Batman 2: DC Super Heroes,80.7,"[123867, 3911, 13290, 111159, 123866, 103515]"
Yoshi's Cookie,Yoshi's Cookie,,"[81420, 112846, 112847, 112848, 112849, 112850]"
Time Crisis,Time Crisis II,70.0,[36089]
The Sims: Superstar,The Sims: Superstar,70.0,"[2977, 146939]"
Star Wars The Clone Wars: Lightsaber Duels,Star Wars: The Clone Wars - Lightsaber Duels,30.0,"[47521, 15714]"
Metroid Fusion,Metroid Fusion,85.0,"[98160, 49020, 80280]"
Shaun White Snowboarding: Road Trip,Shaun White Snowboarding: Road Trip,79.0,[59704]
SSX 3,SSX 3,,"[113176, 71961]"
Big Beach Sports,Big Beach Sports,60.0,[2372]
Madden NFL 2001,Madden NFL 2001,,[]
Fight Night Round 3,Fight Night Round 3,84.0,"[167861, 48079]"
Knack,Knack,60.27272727272727,"[81347, 81348, 81349, 81350, 189183, 77631]"
Disney's DuckTales,Disney's DuckTales,86.0,"[90577, 89631]"
"Monsters, Inc.","Monsters, Inc.",,"[17651, 17652, 29358]"
StarCraft II: Heart of the Swarm,StarCraft II: Heart of the Swarm,89.11111111111111,"[46660, 46661]"
PGR: Project Gotham Racing 2,,,
Spy Hunter,Spy Hunter,,[]
NCAA Football 2004,NCAA Football 2004,,[90300]
SpongeBob SquarePants: Battle for Bikini Bottom,SpongeBob SquarePants: Battle For Bikini Bottom,,[65472]
Dying Light,Dying Light,72.05882352941177,"[33061, 175757, 67853, 83567, 83566, 175758, 189950]"
Heavenly Sword,Heavenly Sword,88.0,"[69017, 4236, 168117, 4237]"
Street Fighter II': Special Champion Edition,Street Fighter II: Special Champion Edition,79.72570732646565,"[192497, 192498, 72006]"
SSX,SSX,83.8,"[71960, 119060]"
NBA Ballers,NBA Ballers,83.0,[3318]
Need for Speed Carbon,Need for Speed: Carbon,,"[7267, 7268]"
NBA Live 2003,NBA Live 2003,73.26028317993922,[61220]
Dragon Ball Z: Budokai Tenkaichi,Dragon Ball Z: Budokai Tenkaichi,62.5,"[105856, 105857, 105858, 61928, 105855]"
Ms. Pac-Man,Ms. Pac-Man,,[]
Mario Party 6,Mario Party 6,40.0,"[10784, 49093]"
Super Scope 6,Super Scope 6,69.91480649137088,[8336]
Go Vacation,Go Vacation,55.0,"[91204, 64230, 60140, 96091, 188030]"
Army of Two,Army of Two,71.0,"[108227, 108230, 48651, 94452, 167805]"
Dragon Quest IV: Chapters of the Chosen,Dragon Quest IV: Chapters of the Chosen,87.66666666666667,[28107]
Kirby & the Amazing Mirror,Kirby & the Amazing Mirror,83.97682040610461,"[38488, 73000, 49019]"
LEGO Pirates of the Caribbean: The Video Game,LEGO Pirates of the Caribbean: The Video Game,70.6,"[172195, 189037, 13264, 111409, 123382, 123383]"
Dig Dug,Dig Dug,,[]
Tom Clancy's Rainbow Six,Tom Clancy's Rainbow Six,,[145499]
Ghosts 'n Goblins,Ghosts 'n Goblins,,[]
Tiger Woods PGA Tour 2003,Tiger Woods PGA Tour 2003,49.0,[18619]
NBA Live 06 (All region sales),,,
Prince of Persia: Warrior Within,Prince of Persia: Warrior Within,,[]
Kinectimals,Kinectimals,65.0,[708]
Until Dawn,Until Dawn,78.0,"[191473, 184971]"
Viva Pinata,Viva Piñata,74.66666666666667,"[72994, 72995, 72996, 108359, 28343, 125816, 48316]"
Pikmin,Pikmin,80.0,"[48883, 8766, 8767]"
Sonic Generations,Sonic Generations,75.1,"[90822, 91467, 28374, 29431, 206106, 206107, 206108]"
Tiger Woods PGA Tour 2004,Tiger Woods PGA Tour 2004,64.0,[]
Ape Escape,Ape Escape,76.83715721577771,"[209656, 2240, 209654, 209655]"
NCAA Football 2005,NCAA Football 2005,81.75,[3327]
Tony Hawk's American Wasteland (Old all region sales),,,
Rage,Rage,80.8,"[188707, 44867, 68996, 108051, 126398]"
Mario Hoops 3 on 3,Mario Hoops 3-on-3,60.0,"[64849, 145316, 38837, 98135]"
Kirby Air Ride,Kirby Air Ride,76.45903868103889,"[63672, 49204]"
Sled Storm,Sled Storm,70.84702664446762,"[75768, 70113, 5470]"
Pokemon Battle Revolution,Pokémon Battle Revolution,53.25,"[30328, 5914, 48888, 62970, 62971, 62972]"
NFL Street 2,NFL Street 2,77.5,"[61613, 5477]"
Gears of War: Judgment,Gears of War: Judgment,76.66666666666667,"[91747, 126563, 188804, 109328, 109329, 34782]"
Yu-Gi-Oh! Duel Monsters,Yu-Gi-Oh! Duel Monsters,,[]
Super Mario Strikers,Super Mario Strikers,,[]
Buzz! The Music Quiz,Buzz! The Music Quiz,80.0,[8398]
SpongeBob's Atlantis SquarePantis,SpongeBob's Atlantis Squarepantis,59.9424255793669,"[130503, 62312, 130505, 130504, 62460, 62461]"
Dance Dance Revolution: Hottest Party 2,Dance Dance Revolution: Hottest Party 2,,[59646]
Moshi Monsters: Moshling Zoo,Moshi Monsters: Moshling Zoo,,"[60161, 195387, 195388]"
Dollar Dash,Dollar Dash,67.5,"[10472, 114658]"
Far Cry 2,Far Cry 2,85.0,"[81155, 13964, 13965, 103886, 115155]"
F-1 World Grand Prix,F-1 World Grand Prix,80.0,"[49136, 1633]"
River Raid,River Raid,81.99495143393253,[19201]
Silent Hill,Silent Hill 3,83.83234722167188,[100390]
Dragon Quest V: Hand of the Heavenly Bride,Dragon Quest V: Hand of the Heavenly Bride,70.0,"[86939, 189487]"
No Man's Sky,No Man's Sky,73.84210526315789,"[188003, 205000, 124233, 33229, 77584, 110680, 162974]"
ESPN NBA 2K5,ESPN NBA 2K5,,"[6096, 6095]"
Diablo,Diablo,84.05169102577833,"[167719, 33452, 2169, 5114, 81822]"
Soul Edge,Soul Edge,83.0,[]
Devil May Cry 4,Devil May Cry 4,81.28571428571429,"[8521, 313, 79636]"
SoulCalibur IV,SoulCalibur IV,81.75,"[81459, 81447, 535]"
NASCAR 2000,NASCAR 2000,,[1672]
Wolfenstein: The New Order,Wolfenstein: The New Order,77.3125,"[33027, 124646, 188047, 91548, 72794, 72795, 72796]"
Carnival Games: Mini Golf,Carnival Games Mini Golf,55.0,[2091]
Guitar Hero: On Tour Decades,Guitar Hero: On Tour - Decades,60.0,"[190346, 12403, 81156]"
MySims Kingdom,MySims Kingdom,,"[193406, 73013, 193405, 193407]"
Jampack Summer 2K,Jampack Summer 2K,,[]
Guitar Hero 5,Guitar Hero 5,81.4,"[88105, 190218]"
High School Musical 3: Senior Year,High School Musical 3: Senior Year Dance,45.0,[2561]
Kingdom Hearts 3D: Dream Drop Distance,Kingdom Hearts 3D: Dream Drop Distance,73.83333333333333,"[28856, 28857, 68346]"
Hannah Montana: Music Jam,Hannah Montana: Music Jam,60.0,"[55750, 65023]"
Pokemon Mystery Dungeon: Explorers of Sky,Pokémon Mystery Dungeon: Explorers of Sky,50.0,"[39808, 64330, 99727]"
Spyro 2: Season of Flame,Spyro 2: Season of Flame,50.0,[3770]
NCAA Football 2002,NCAA Football 2002,,[18416]
Conflict: Desert Storm,Conflict: Desert Storm,67.33333333333333,"[77024, 77025, 123620, 123621, 11955]"
Mario Party 7,Mario Party 7,30.0,"[177824, 10786, 10787, 177823]"
Pro Evolution Soccer 2013,Pro Evolution Soccer 2013,,[]
Smuggler's Run,Smuggler's Run,80.0,"[137809, 5514, 65651, 2187]"
Donkey Kong Classics,Donkey Kong Classics,60.29539915201353,[30753]
Twisted Metal,Twisted Metal,75.0,"[146854, 71279]"
Dark Souls III,Dark Souls III,86.07692307692308,"[44458, 187946, 57204, 57205, 57206, 57207, 57208]"
Final Fight,Final Fight,60.14535411035762,"[99301, 99431, 5812, 49239, 74109, 74108, 49245, 511]"
Dragon Quest Monsters 2,Dragon Warrior Monsters 2: Cobi's Journey,80.45621112227906,"[188873, 187943, 43871]"
Pokemon Pinball: Ruby & Sapphire,Pokémon Pinball: Ruby & Sapphire,75.0,"[95650, 5187, 2102]"
Mafia II,Mafia II,72.625,"[188133, 31989, 126134, 93847, 109049]"
Stuntman,Stuntman,76.66666666666667,"[5483, 65604, 7149]"
Tom Clancy's Rainbow Six 3,Tom Clancy's Rainbow Six 3,72.5,[64164]
Active Life: Outdoor Challenge,Active Life: Outdoor Challenge,,"[14656, 45867, 183347, 182939, 182940]"
007: The World is not Enough,James Bond 007: The World Is Not Enough,63.34599840335291,"[72672, 192206, 192207, 43834, 43835, 90911]"
Spider-Man 2: Enter: Electro,Spider-Man 2: Enter Electro,40.0,"[2154, 192214]"
Star Wars: The Force Unleashed II,Star Wars: The Force Unleashed II,64.5,"[34080, 124096, 109331, 109332, 188986]"
Ni no Kuni: Wrath of the White Witch,Ni no Kuni: Wrath of the White Witch,83.7,"[94416, 74578, 190155, 69805]"
Command & Conquer: Tiberian Sun,Command & Conquer: Tiberian Sun,81.93028027579953,"[42379, 11967]"
LEGO Battles: Ninjago,LEGO Battles: Ninjago,62.5,"[145384, 189316, 13244]"
Mario Party 10,Mario Party 10,65.78571428571429,"[80708, 80709, 80710, 64598, 189021]"
Dead Rising 3,Dead Rising 3,75.5625,"[4345, 191347, 69638]"
Resident Evil: The Umbrella Chronicles,Resident Evil: The Umbrella Chronicles,70.0,"[258, 96246, 34078]"
Fire Emblem Fates,Fire Emblem Fates: Conquest,90.0,"[190145, 35875, 9828, 139049, 7946, 139051, 139052, 139053, 139054, 139050, 47242]"
Dark Cloud,Dark Cloud,81.10712440644446,"[10864, 10858, 6867]"
Warcraft III: The Frozen Throne,Warcraft III: The Frozen Throne,88.18455697437665,"[56498, 5125, 81823]"
Tom Clancy's Ghost Recon Advanced Warfighter,Tom Clancy's Ghost Recon Advanced Warfighter,92.75,"[102080, 64169, 118834, 102258, 55643]"
Disney Fairies: Tinker Bell,Disney Fairies: Tinker Bell,,"[23785, 23786, 167987]"
MVP Baseball 2005,MVP Baseball 2005,88.25,[58480]
Die Hard Trilogy,Die Hard Trilogy,75.0,"[12625, 167573]"
Fight Night Round 4,Fight Night Round 4,87.5,"[48080, 4003, 168100, 81022]"
MySims Kingdom,MySims Kingdom,,"[193406, 73013, 193405, 193407]"
The Simpsons Game,The Simpsons Game,,"[147744, 147745, 147746]"
Mortal Kombat 3,Mortal Kombat 3,50.0,"[8352, 919]"
NFL GameDay 99,NFL GameDay 99,,[19107]
Call of Duty: Modern Warfare: Reflex Edition,Call of Duty: Modern Warfare - Reflex Edition,68.5,"[24077, 191351]"
Mario Golf: Toadstool Tour,Mario Golf: Toadstool Tour,76.5,"[49123, 1566]"
Tiger Woods 99 PGA Tour Golf,Tiger Woods 99 PGA Tour Golf,,[171548]
Donkey Kong Country: Tropical Freeze,Donkey Kong Country: Tropical Freeze,85.94117647058823,"[27366, 188838, 91272, 68425, 37452, 47217, 68404, 5016, 74137]"
Dead Space 2,Dead Space 2,90.0,"[188096, 124899, 108283, 13308, 78270, 117311]"
Sonic Rivals 2,Sonic Rivals 2,70.0,"[66338, 177828, 177829, 177830, 78988]"
Knockout Kings,Knockout Kings,,[68463]
The Simpsons Skateboarding,The Simpsons Skateboarding,20.0,[49859]
NASCAR 98,NASCAR 98,,[68532]
F1 Race,F1 Race,74.28536611090155,[167580]
Xevious,Super Xevious,53.45264078583986,[]
NASCAR 99,NASCAR 99,79.85345240345093,[1671]
NBA Live 2000,NBA Live 2000,70.04084315838199,[1677]
Mafia II,Mafia II,72.625,"[188133, 31989, 126134, 93847, 109049]"
Super Monkey Ball 2,Super Monkey Ball 2,70.0,"[858, 29479]"
Pac-Man World 2,Pac-Man World 2,,[211368]
Sonic & Sega All-Stars Racing,Sonic & Sega All-Stars Racing,76.33333333333333,"[30512, 71905, 90838, 79327]"
Football Manager 2012,Football Manager 2012,84.0,"[16603, 16604]"
Puzzle & Dragons,Puzzle & Dragons Z,73.0,[97498]
Mega Man 2,Mega Man 2,85.5010661656401,"[48867, 188974, 97584, 36177, 97588, 15575, 15576]"
Simpsons Wrestling,The Simpsons Wrestling,38.39340054587936,[75747]
NBA Live 98,NBA Live 98,59.86209928918973,[10180]
The Simpsons Game,The Simpsons Game,,"[147744, 147745, 147746]"
Resistance 3,Resistance 3,87.66666666666667,"[187784, 68994, 29261]"
Tokyo Xtreme Racer Zero,Tokyo Xtreme Racer: Zero,,[19820]
Final Fantasy XIV: A Realm Reborn,,,
NFL Blitz,NFL Blitz,,"[145496, 70866, 189683]"
Red Faction II,Red Faction II,80.5,"[2114, 33129, 127315, 127316, 127317, 127318]"
Super Scribblenauts,Super Scribblenauts,85.25,"[16882, 69371]"
WWF No Mercy,WWF No Mercy,78.8928563560045,[1755]
Ice Climber,Ice Climber,,[]
Sonic CD,Sonic CD,85.33333333333333,"[57921, 90817, 73266, 23829, 28158]"
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,,,
Dead Rising 2,Dead Rising 2,80.66666666666667,"[92007, 67848, 109193, 188591, 152342, 13305]"
Pac-Man World,Pac-Man World,77.98535616148766,[3724]
Disney Sing It: Pop Hits,Disney Sing It: Pop Hits,,"[58531, 168094]"
Final Fantasy: Crystal Chronicles,Final Fantasy: Crystal Chronicles,80.75,"[324, 49118]"
Drawn To Life: SpongeBob SquarePants Edition,Drawn to Life: SpongeBob SquarePants Edition,80.0,[66492]
Banjo-Tooie,Banjo-Tooie,86.64408882746764,"[125570, 125571, 109061, 109062, 196873, 196874, 196875, 196876, 196877, 196878, 196879, 33681, 191356, 48637]"
Buzz! The BIG Quiz,Buzz! The Big Quiz,60.0,"[8400, 84565]"
007: Quantum of Solace,007: Quantum of Solace,,"[179712, 179713, 79862, 179710, 179711]"
New Play Control! Mario Power Tennis,New Play Control! Mario Power Tennis,43.33333333333334,"[71848, 47130]"
Bratz: Forever Diamondz,Bratz: Forever Diamondz,,"[137712, 137713]"
Dirge of Cerberus: Final Fantasy VII,Dirge of Cerberus: Final Fantasy VII,61.0,"[71520, 54353, 54352]"
Nintendo World Cup,Nintendo World Cup,70.55508529053108,[98827]
WWF WrestleMania 2000,WWF WrestleMania 2000,,[68625]
Wario Land II,Wario Land II,78.93102729991766,"[50819, 116942, 35542, 49030]"
Major League Baseball 2K5,Major League Baseball 2K5,80.0,[17940]
Fight Night 2004,Fight Night 2004,84.5,[78380]
Tom Clancy's Splinter Cell: Pandora Tomorrow,Tom Clancy's Splinter Cell: Pandora Tomorrow,,"[64162, 108806, 108807, 108808, 28370]"
Imagine: Master Chef,Imagine: Master Chef,,[4718]
Assassin's Creed III: Liberation,Assassin's Creed III: Liberation,69.16666666666667,"[114689, 4674, 166475]"
SoulCalibur IV,SoulCalibur IV,81.75,"[81459, 81447, 535]"
Mario Golf,Mario Golf,79.10482216207869,"[28688, 98126, 49142]"
Disney Princess,Disney Princess,,"[20361, 20362, 95667]"
Metal Gear Rising: Revengeance,Metal Gear Rising: Revengeance,84.76470588235294,"[92775, 90539, 48434, 69011, 47730, 126103, 108254]"
Star Wars: The Force Unleashed II,Star Wars: The Force Unleashed II,64.5,"[34080, 124096, 109331, 109332, 188986]"
The House of the Dead 2 & 3 Return,The House of the Dead 2 & 3 Return,80.0,"[68052, 68053, 28293, 2567]"
Disney Princess: Magical Jewels,Disney Princess: Magical Jewels,,"[66312, 167990]"
LittleBigPlanet PS Vita,LittleBigPlanet PS Vita,83.33333333333333,"[69513, 88986, 88987, 88988, 88989]"
Xenogears,Xenogears,90.0,[528]
Tom Clancy's Ghost Recon: Future Soldier,Tom Clancy's Ghost Recon: Future Soldier,74.6,"[126531, 107940, 107941, 48742, 17355, 92752]"
Battlefield: Bad Company,Battlefield: Bad Company,88.0,"[79392, 167969, 108296, 109259, 67916, 67915, 8108, 8107, 190993, 125394, 6451, 125395, 81623]"
Midway Arcade Treasures,Midway Arcade Treasures,80.0,"[54987, 2047]"
Wall-E,WALL-E,61.42857142857143,"[186217, 55755]"
Triple Play 99,Triple Play 99,,[16883]
Homefront,Homefront,74.33333333333333,"[143491, 67885, 190311]"
Super Monkey Ball,Super Monkey Ball Jr.,90.0,"[28496, 167744, 76979]"
Mortal Kombat 4,Mortal Kombat 4,,[70210]
Mario Superstar Baseball,Mario Superstar Baseball,60.0,"[15968, 2025]"
Medal of Honor: Warfighter,Medal of Honor: Warfighter,48.88888888888889,"[51944, 188682]"
WCW vs the World,WCW vs. the World,,[70409]
SNK vs. Capcom: The Match of the Millennium,SNK vs. Capcom: The Match of the Millennium,75.0,"[119440, 55033, 72901, 98517]"
LEGO City Undercover,LEGO City Undercover,77.0,"[189409, 90756, 92492, 126355, 62936, 62940, 48863]"
Onimusha 3: Demon Siege,Onimusha 3: Demon Siege,82.0,"[71816, 71817, 81842, 65216]"
Red Dead Revolver,Red Dead Revolver,66.0,"[1812, 109373, 109374, 92199]"
Anno 2070,Anno 2070,75.0,"[106848, 5284, 5285, 27208, 135412, 3062, 94555, 106847]"
Resident Evil: Outbreak,Resident Evil Outbreak,70.0,"[34040, 34039]"
Smarty Pants,Smarty Pants,,[66087]
Tamagotchi,Tamagotchi,,[76366]
4 Nin uchi Mahjong,4-nin Uchi Mahjong,,[]
Dragon Ball Z,Dragon Ball Z,60.00097157829859,[]
Game de Hakken!! Tamagotchi 2,Game de Hakken!! Tamagotchi 2,,[]
Namco Museum 64,Namco Museum 64,,[67612]
Hasbro Family Game Night,Hasbro Family Game Night,55.0,"[72104, 79730]"
Dragon Quest Monsters: Joker 2,Dragon Quest Monsters: Joker 2,77.66666666666667,"[188873, 43871]"
Tony Hawk's American Wasteland (Weekly american sales),,,
My Word Coach,My Word Coach,66.66666666666667,[2669]
Hello Kitty Party,Hello Kitty Party,,"[153461, 17030]"
SingStar Pop,SingStar: Pop Hits,65.0,[]
Sonic Rivals,Sonic Rivals,67.5,[8654]
SimCity (2013),,,
Kirby Super Star,Kirby Super Star,80.0,"[48834, 1797, 47397, 155784, 49039]"
Kinect Joy Ride,Kinect Joy Ride,46.66666666666666,"[67976, 8041, 78724, 617]"
Rayman Raving Rabbids,Rayman Raving Rabbids,70.5,"[89891, 40007, 119050, 167916, 64893, 123933]"
Tiger Woods PGA Tour 2005,Tiger Woods PGA Tour 2005,80.0,"[61668, 19095]"
Dead Space 2,Dead Space 2,90.0,"[188096, 124899, 108283, 13308, 78270, 117311]"
NCAA Football 2003,NCAA Football 2003,43.0,[3325]
Frogger 2: Swampy's Revenge,Frogger 2: Swampy's Revenge,79.9451918285999,[18951]
LEGO Indiana Jones 2: The Adventure Continues,LEGO Indiana Jones 2: The Adventure Continues,75.0,"[112832, 187724, 13237, 112830, 112831]"
Tiger Woods PGA Tour 09 All-Play,Tiger Woods PGA Tour 09 All-Play,,[211290]
Classic NES Series: Super Mario Bros.,Classic NES Series: Super Mario Bros.,,[7960]
Triple Play 2000,Triple Play 2000,,[1736]
Cabela's Big Game Hunter,Cabela's Big Game Hunter,,[72646]
UFC Undisputed 2010,UFC Undisputed 2010,80.0,"[67875, 188022, 32687]"
NBA Live 06 (Weekly american sales),,,
The Legend of Zelda: The Minish Cap,The Legend of Zelda: The Minish Cap,90.0,"[64392, 21282, 72997, 72998]"
NFL Street,NFL Street,79.5,"[70867, 5476, 61613, 5477]"
Sonic Generations,Sonic Generations,75.1,"[90822, 91467, 28374, 29431, 206106, 206107, 206108]"
Super Metroid,Super Metroid,100.0,"[47404, 192332, 28526, 192333, 192334, 190675, 48829]"
Pro Yakyuu Family Stadium '87,Pro Yakyuu Family Stadium '87,,[]
Resident Evil (Remake),,,
Inazuma Eleven 2,Inazuma Eleven 2: Blizzard,80.05901891681512,[]
Fight Night Round 4,Fight Night Round 4,87.5,"[48080, 4003, 168100, 81022]"
Injustice: Gods Among Us,Injustice: Gods Among Us,80.0,"[149322, 111513, 190778, 98652, 111514]"
Ridge Racer,Ridge Racer,69.8465912856594,"[8431, 5904, 5905, 84528, 102234, 112413]"
Metroid: Other M,Metroid: Other M,77.85714285714286,"[96652, 96653, 96654, 190737, 68024, 48830]"
Knockout Kings 2000,Knockout Kings 2000,,[67623]
Gran Turismo 4 Prologue,Gran Turismo 4 Prologue,70.0,[29969]
Twisted Metal: Black,Twisted Metal: Black,90.0,"[28594, 28595, 28596]"
NASCAR 2005: Chase for the Cup,NASCAR 2005: Chase for the Cup,80.0,[2062]
2Xtreme,2Xtreme,30.38817601017861,[175896]
Far Cry 2,Far Cry 2,85.0,"[81155, 13964, 13965, 103886, 115155]"
Sonic Advance 3,Sonic Advance 3,72.0,"[49073, 3763, 96228]"
Colin McRae Rally 3,Colin McRae Rally 3,83.5,"[76770, 4821]"
Doom (2016),Doom,86.96875,"[35264, 79168, 92322, 69617, 189114, 79166, 79167]"
Final Fantasy XII: Revenant Wings,Final Fantasy XII: Revenant Wings,83.33333333333333,[65043]
Bakugan: Battle Brawlers,Bakugan Battle Brawlers,,[211899]
Deus Ex: Human Revolution,Deus Ex: Human Revolution,92.11111111111111,"[188162, 125451, 44463, 93301, 108506]"
Teenage Mutant Ninja Turtles III: The Manhattan Project,Teenage Mutant Ninja Turtles III: The Manhattan Project,79.33228184627092,[]
Dynasty Warriors 5,Dynasty Warriors 5,63.33333333333334,"[134946, 134947, 134948, 61645]"
Hannah Montana: Spotlight World Tour,Hannah Montana: Spotlight World Tour,,"[66337, 55751]"
WWE '13,WWE '13,73.33333333333333,[2890]
Deus Ex: Human Revolution,Deus Ex: Human Revolution,92.11111111111111,"[188162, 125451, 44463, 93301, 108506]"
The Sims 2,The Sims 2,,"[7538, 117628, 82180]"
Paper Mario,Paper Mario,90.0,"[50726, 82846, 49174]"
Bravely Default: Flying Fairy,Bravely Default: Flying Fairy,,[93601]
Duke Nukem: Time to Kill,Duke Nukem: Time to Kill,67.42504719472426,[2165]
Persona 4: Golden,Persona 4 Golden,85.91666666666667,"[115012, 115013, 192328, 176427, 189485, 186158, 32030]"
Dead Rising 2,Dead Rising 2,80.66666666666667,"[92007, 67848, 109193, 188591, 152342, 13305]"
Hasbro Family Game Night 2,Hasbro Family Game Night 2,,"[17091, 64942]"
Disney Princess: Enchanted Journey,Disney Princess: Enchanted Journey,70.0,"[66313, 167989]"
Gardening Mama,Gardening Mama,68.33333333333333,"[189258, 7134]"
Dave Mirra Freestyle BMX 2,Dave Mirra Freestyle BMX 2,,[78386]
Assassin's Creed: Rogue,Assassin's Creed Rogue,70.91666666666667,"[4673, 48069, 108742, 107079, 125555, 125556, 141685]"
Ridge Racer 7,Ridge Racer 7,80.66666666666667,"[66251, 56455]"
A Collection of Activision Classic Games for the Atari 2600,A Collection of Activision Classic Games for the Atari 2600,,[18694]
Forza Horizon 2,Forza Horizon 2,86.41176470588235,"[188858, 67364, 170686]"
MotorStorm: Pacific Rift,MotorStorm: Pacific Rift,80.0,"[81383, 4265, 4266, 117269, 168152]"
Star Wars Knights of the Old Republic II: The Sith Lords,Star Wars: Knights of the Old Republic II - The Sith Lords,85.83333333333333,"[74435, 123386, 94326, 110842, 123387, 44927]"
Pocket Monsters Stadium,Pocket Monsters Stadium,,[]
Tom Clancy's Ghost Recon 2,Tom Clancy's Ghost Recon 2,74.6,[61588]
Crash Bandicoot 2: N-Tranced,Crash Bandicoot 2: N-Tranced,60.0,"[61241, 135574, 135575]"
SingStar Abba,SingStar: ABBA,60.0,"[59772, 168197]"
Gradius,Gradius,,"[4898, 4899]"
Dragon Quest III: Soshite Densetsu e...,Dragon Quest III: Soshite Densetsu he...,,[]
Centipede,Centipede,,[]
Yoshi's New Island,Yoshi's New Island,63.07692307692308,"[5784, 48825, 98788, 189544]"
Ryse: Son of Rome,Ryse: Son of Rome,66.0,"[32519, 212170, 212171, 212172, 212173, 69613, 189721]"
Dead to Rights,Dead to Rights,60.0,"[48193, 168834, 168835, 62275, 3190]"
LEGO Harry Potter: Years 5-7,LEGO Harry Potter: Years 5-7,76.14285714285714,"[190978, 13233, 123610, 123611]"
Marvel vs. Capcom 3: Fate of Two Worlds,Marvel vs. Capcom 3: Fate of Two Worlds,88.0,"[67897, 29682, 29683]"
Dance Dance Revolution (Japan),,,
F1 2010,F1 2010,84.0,"[4864, 3042, 67984]"
Madden NFL 98,Madden NFL 98,,[7280]
Namco Museum DS,Namco Museum DS,52.5,"[601, 145557]"
Grand Theft Auto: Chinatown Wars,Grand Theft Auto: Chinatown Wars,89.0,"[47904, 47900, 188390, 31644, 47901, 47902, 47903]"
Alan Wake,Alan Wake,83.0,"[153699, 153700, 34565, 156966, 157770, 140139, 157771, 157772, 109227, 190130, 123863, 123862, 107127, 67998]"
Battlefield: Bad Company,Battlefield: Bad Company,88.0,"[79392, 167969, 108296, 109259, 67916, 67915, 8108, 8107, 190993, 125394, 6451, 125395, 81623]"
Samurai Warriors,Samurai Warriors,72.25,"[105879, 32520, 166446, 105876, 105877, 105878, 69655, 3387, 188540]"
Devil May Cry 4,Devil May Cry 4,81.28571428571429,"[8521, 313, 79636]"
Monster Hunter Freedom,Monster Hunter Freedom,70.66728923626653,"[64970, 64971, 130956, 130957, 80176, 9617, 9618]"
Crysis 2,Crysis 2,86.5,"[108008, 108009, 8876, 80781, 187920]"
SaGa Frontier,SaGa Frontier,69.99427872987803,[7074]
SingStar Party,Singstar: Party,70.0,[]
The ICO & Shadow of the Colossus Collection,The Ico & Shadow of the Colossus Collection,95.25,"[29924, 29925]"
Test Drive,Test Drive,,"[70605, 17703]"
Mario & Luigi: Partners in Time,Mario & Luigi: Partners in Time,90.66666666666667,"[62625, 62626, 62627, 62628, 62629, 38795]"
Lost Planet: Extreme Condition,Lost Planet: Extreme Condition,74.2,"[128611, 128612, 128613, 128614, 71077, 5416, 93353, 145977, 87071]"
Mortal Kombat 3,Mortal Kombat 3,50.0,"[8352, 919]"
Doom 3,Doom 3,86.0,"[45168, 110475, 124951]"
Donkey Kong Jungle Beat,Donkey Kong Jungle Beat,79.0,"[28104, 190596]"
Max Payne 2: The Fall of Max Payne,Max Payne 2: The Fall of Max Payne,84.28571428571429,"[47525, 107982, 106327, 126296, 126295]"
Command & Conquer: Red Alert 2,Command & Conquer: Red Alert 2,90.0,"[178176, 6820, 44446, 178175]"
MVP Baseball 2004,MVP Baseball 2004,45.0,[19357]
Ratchet & Clank: Up Your Arsenal (Weekly american sales),,,
Your Shape: Fitness Evolved,Your Shape: Fitness Evolved,78.0,[2915]
Rage,Rage,80.8,"[188707, 44867, 68996, 108051, 126398]"
Triple Play 2001,Triple Play 2001,,[145506]
Metroid Prime 2: Echoes,Metroid Prime 2: Echoes,80.0,"[8760, 184196, 8759]"
UFC Undisputed 2010,UFC Undisputed 2010,80.0,"[67875, 188022, 32687]"
